Idx	M	adj.P
AT5G20570	-0.147312733	0.307128739
AT3G01190	0.685377821	0.307259797
AT3G60310	0.103318614	0.307372171
AT5G13150	0.140381684	0.307385757
AT1G02850	1.551763074	0.307498541
AT5G62000	-0.144863289	0.307505033
AT4G30220	0.131351298	0.307659576
AT1G23980	-0.152791079	0.307678394
AT3G08580	-0.116892055	0.307732761
AT2G38280	0.183186941	0.307828565
AT5G52400	-0.188583989	0.307849407
AT5G12450	-0.106353157	0.307882984
AT3G53500	0.249321654	0.307884248
AT3G09960	0.431392863	0.307891441
AT3G59460	-0.265769341	0.307917174
AT4G34131	1.823280892	0.30795586
AT1G16310	-0.205189876	0.307963066
AT5G45770	-0.119146834	0.307971047
AT5G11610	-0.376219412	0.307999482
AT1G76230	-0.34113617	0.30805673
AT1G60530	-0.105961452	0.308144528
AT1G72120	-0.223631668	0.308241978
AT3G52880	-0.129047337	0.308270623
AT3G06700	-0.111781388	0.308291353
AT5G04840	0.155560497	0.308335981
AT3G56440	-0.212170029	0.308514416
AT2G27250	-0.111387236	0.30855435
ATMG00860	-0.102205153	0.308744785
AT3G02990	0.163900116	0.308777778
AT3G63470	-0.100730577	0.308791437
AT3G16350	0.202461337	0.308885793
AT4G36880	-0.18178697	0.308908646
AT1G79820	-0.179094604	0.308960541
AT5G13910	0.17622439	0.309027546
AT2G44990	0.242681382	0.309033359
AT1G76940	-0.2340123	0.309049102
AT2G04039	0.106959027	0.30905303
AT1G11050	-0.133261677	0.309065013
AT5G03810	-0.186093479	0.309114769
AT2G03840	0.382394562	0.309147423
AT3G13235	-0.281884333	0.309154917
AT3G01180	-0.144175399	0.309275898
AT1G74370	-0.193342657	0.309321519
AT1G29140	-0.107394761	0.309346977
AT4G22130	0.235501781	0.309485219
AT1G06840	0.168442372	0.309536333
AT1G34370	0.157223026	0.309567056
AT4G17483	-0.152846369	0.309644392
AT3G02000	-0.433062991	0.309665612
AT5G64770	-0.234405838	0.309685009
AT3G52890	-0.178278906	0.309734899
AT3G01700	-0.10104627	0.309750345
AT5G05190	0.191775834	0.309803584
AT4G34540	0.190830855	0.309872178
AT2G23480	-0.111676349	0.30991954
AT1G04690	-0.104379463	0.309927569
AT5G57720	-0.258198732	0.309976941
AT5G16505	-0.135281457	0.309979089
AT3G52700	-0.100656616	0.310014583
AT5G20550	-0.118988618	0.310040288
AT3G29140	-0.291412891	0.310174341
AT5G03310	-0.152928092	0.310191751
AT2G17170	-0.101106338	0.310240189
AT5G25840	-0.21934939	0.310251056
AT3G11490	-0.114912594	0.310252798
AT1G42393	-0.122685457	0.310302741
AT2G16620	-0.169416704	0.310357562
AT1G18800	0.240091062	0.310516126
AT1G32090	-0.103968349	0.31063121
AT1G53380	-0.146453327	0.310780474
AT5G06100	0.188529273	0.310793641
AT5G60920	-0.167676829	0.310806978
AT2G47250	0.153238878	0.31090407
AT1G17180	0.622793954	0.311105664
AT4G00090	-0.125964183	0.311173885
AT1G03260	-0.119424687	0.311197707
AT3G21580	-0.211127502	0.311302909
AT5G64620	-0.200005846	0.311332361
AT1G02420	-0.150283791	0.311352127
AT5G47110	-0.168105263	0.31155805
AT5G15100	-0.12431768	0.311565178
AT1G22335	-0.113882384	0.311606738
AT3G16270	-0.146635827	0.311607195
AT1G30130	-0.157791523	0.31182232
AT5G62600	0.138658116	0.31185849
AT5G25590	0.132380558	0.311869685
AT5G23390	-0.117084319	0.311900979
AT2G28010	-0.101413197	0.311979187
AT3G14770	-0.305147	0.312024791
AT5G19660	-0.197240298	0.312026051
AT1G21970	-0.105022394	0.312093134
AT2G24640	0.150256784	0.31209703
AT2G32180	0.100626847	0.312126881
AT2G05390	0.304075727	0.312192108
AT5G39580	1.43475647	0.312255131
AT3G42960	-0.10182332	0.312257027
AT1G12210	0.272658551	0.312282878
AT3G12830	0.130641134	0.312374449
AT4G05640	-0.107817533	0.312423262
AT1G44120	0.159849425	0.312509674
AT1G73200	-0.164953344	0.312590072
AT1G66720	-0.101166839	0.312599509
AT2G29580	-0.208732089	0.312624852
AT4G09670	-0.129011097	0.312660641
AT2G29980	0.173680528	0.312677549
AT1G19160	-0.542108851	0.31268537
AT4G30820	0.108297376	0.312722463
AT2G36990	0.109919569	0.312723376
AT1G53780	0.099867349	0.312765795
AT2G43990	-0.102189183	0.312771786
AT5G34830	0.208530868	0.312803352
AT5G37830	-0.229615383	0.312818234
AT2G25240	-0.103329355	0.312831083
AT4G15430	0.266936222	0.312872057
AT1G67060	-0.129134638	0.313016058
AT4G34560	0.303156353	0.313093663
AT2G31990	-0.332662967	0.313099962
AT1G73850	-0.121986411	0.313100513
AT3G01020	-0.10063117	0.313104591
AT5G23180	-0.288414947	0.313129999
AT5G09740	-0.165223366	0.313149038
AT1G80570	0.502046239	0.313187988
AT5G13540	0.180088628	0.313231889
AT3G14060	0.671735411	0.313247877
AT3G18540	-0.115947663	0.31328889
AT3G11350	-0.110335195	0.313332174
AT5G39430	-0.13625371	0.313382105
AT1G08780	-0.141513776	0.313427861
AT5G25580	0.184676058	0.313430114
AT2G28180	-0.102817206	0.313467139
AT4G16460	-0.19623573	0.313579031
AT5G28150	0.144830985	0.313712854
AT2G47790	0.109100648	0.313762288
AT1G75810	-0.199784155	0.313768565
AT3G56890	-0.260092347	0.313897616
AT4G26590	-0.145218442	0.313942198
AT1G74940	-0.125136536	0.314079413
AT2G22570	0.130285061	0.314293379
AT2G30260	0.115173426	0.314341361
AT5G06650	-0.103418267	0.314381707
AT1G01160	-0.130209604	0.314394236
AT1G11660	0.108338216	0.314629203
AT5G59760	-0.10005265	0.31478996
AT1G02730	-0.157583348	0.314793525
AT5G32540	0.288688322	0.314807005
AT1G78290	0.253789389	0.31491542
AT5G56190	0.194097248	0.314940229
AT1G31490	-0.100045097	0.314978581
AT3G26700	0.17212886	0.315060252
AT2G25070	0.116036905	0.315084008
AT2G15270	-0.127167201	0.315219894
AT4G10140	0.126690067	0.315236244
AT4G33640	-0.100075904	0.315357822
AT2G03460	-0.104649285	0.315439557
AT4G00850	-0.308377782	0.315484375
AT5G60960	0.10757918	0.315515108
AT2G03290	-0.101821646	0.31586737
AT1G72600	-0.372518448	0.315880517
AT2G44420	0.378339441	0.315890767
AT5G14450	-0.142977801	0.315913592
AT4G33865	0.111326258	0.315918899
AT2G39400	0.127519015	0.315956855
AT2G39810	0.12059356	0.315983056
AT4G16250	0.180276955	0.315994774
AT2G33040	-0.112415086	0.316167653
AT2G44090	-0.103493528	0.316209442
AT5G35370	0.569258765	0.316221014
AT2G45890	-0.18255872	0.316254341
AT5G46550	0.129857823	0.316257194
AT2G29020	0.123572846	0.31629762
AT4G26950	-0.204071285	0.316411724
AT1G48210	0.264383475	0.316422105
AT5G06500	-0.099964159	0.316718117
AT4G20235	-0.172358729	0.316741436
AT1G46696	-0.130492693	0.316821503
AT2G25140	0.125149831	0.31689465
AT4G19095	-0.247161885	0.3168985
AT5G59830	0.115827521	0.316923784
AT3G07840	-0.109335164	0.316956213
AT3G25440	0.201838662	0.317036802
AT1G15030	0.511553406	0.317048113
AT5G62940	-0.125700998	0.317117149
AT4G33240	0.130903633	0.317185716
AT1G65640	-0.144985205	0.31720158
AT5G11760	0.102087069	0.317325665
AT1G13680	-0.108564473	0.317341975
AT3G47460	0.22059215	0.317404299
AT1G72170	-0.119049827	0.31740576
AT5G17770	0.115591496	0.317505018
AT2G44910	-0.290938637	0.317569649
AT3G06160	-0.304641937	0.317649784
AT1G14310	-0.142424817	0.317683597
AT4G20450	-0.156669701	0.317696951
AT4G28280	0.217804271	0.317814585
AT1G15280	-0.144167681	0.317852053
AT5G23670	-0.115904246	0.317894875
AT4G15860	-0.12232501	0.317908784
AT3G13080	0.240243887	0.318008724
AT1G55750	0.137949126	0.318010947
AT1G43960	-0.144082611	0.318027604
AT1G50140	-0.127205522	0.318088212
AT2G45280	-0.262863566	0.318137166
AT1G04750	0.113830539	0.318361746
AT1G35080	-0.105041105	0.31860423
AT3G46960	0.16499585	0.31861471
AT1G11540	-0.222829211	0.318628205
AT4G32210	0.113557513	0.318926284
AT1G56010	-0.138490869	0.319008225
AT1G10460	-0.114674166	0.319044114
AT5G53400	0.115428097	0.319204323
AT1G08520	-0.115498777	0.319259268
AT3G44740	0.165232959	0.319335469
AT3G21840	-0.100726409	0.31938083
AT2G07020	0.183058439	0.319387394
AT1G62750	-0.129664576	0.319402831
AT1G71380	-0.110722404	0.31963832
AT2G34080	-0.104069591	0.319696071
AT3G53400	0.120303682	0.319725296
AT2G45430	0.39324905	0.319851412
AT5G09550	-0.18010583	0.319872782
AT4G17180	-0.155369578	0.319927864
AT3G27370	-0.108793222	0.320110518
AT2G29320	0.148405572	0.320114283
AT4G15975	0.435966106	0.320119403
AT4G11420	0.141230458	0.320121382
AT1G76370	-0.099705464	0.320126406
AT3G02310	0.443347439	0.320140135
AT4G34410	-0.125818569	0.320184525
AT2G19550	-0.271566475	0.320198918
AT4G02440	-0.168546369	0.320206923
AT5G16500	-0.139060449	0.32024721
AT3G42880	-0.099313854	0.320266292
AT4G10310	-0.099871358	0.320289085
AT2G15500	-0.194131145	0.320309331
AT3G13590	0.188395319	0.320325343
AT5G65450	0.138151006	0.320382969
AT4G35650	-0.106087491	0.320395615
AT5G07740	-0.104706246	0.320407777
AT4G16970	-0.114533589	0.320418784
AT3G30280	-0.144686813	0.320420998
AT1G55900	0.168955401	0.320422774
AT1G64070	0.227015195	0.320492291
AT2G37650	-0.106352576	0.32050086
AT2G33570	0.166744981	0.320502548
AT1G63170	-0.19944919	0.320515987
AT1G04130	0.498185015	0.320593822
AT4G36190	-0.109743642	0.320610359
AT3G17690	0.193896553	0.320622955
AT2G35530	-0.25829841	0.32062954
AT3G13930	-0.103128506	0.320629887
AT4G21160	0.11010543	0.320656639
AT4G08110	0.15516015	0.320662741
AT1G59830	-0.125547499	0.320667115
AT5G16540	0.200684994	0.320679326
AT1G12550	-0.232096726	0.320793908
AT1G11610	-0.108089947	0.320810775
AT1G69340	0.174579473	0.320854311
AT3G26460	0.403325848	0.320868209
AT2G07505	-0.11830126	0.320893493
AT5G45370	0.565715964	0.320973144
AT5G52200	0.188944742	0.321049568
AT2G24340	-0.123208024	0.321083137
AT4G24610	-0.169778838	0.321199519
AT1G26870	-0.112761805	0.321263941
AT5G18270	0.277586866	0.321290456
AT3G22800	0.298389914	0.3213448
AT3G62580	0.129260707	0.321403954
AT4G37110	-0.185394757	0.321456728
AT4G05590	0.152043098	0.321462862
AT2G11690	-0.098605233	0.321505847
AT4G34970	0.425334364	0.321514404
AT4G08970	-0.098925899	0.321536639
AT1G64270	-0.106799141	0.321540014
AT1G79430	0.120959375	0.321604231
AT4G01180	-0.182971582	0.321722587
AT5G44400	-0.25939076	0.321792129
AT2G46030	-0.108682249	0.321793891
AT3G18680	-0.146974703	0.321795534
AT3G51690	-0.099462195	0.321837554
AT1G13370	-0.172502753	0.321859163
AT2G45740	-0.183084588	0.321919616
AT5G44390	0.279278912	0.321975902
AT5G56650	0.119769414	0.32199287
AT1G33880	-0.157172098	0.322027604
AT4G21550	-0.263981615	0.322059541
AT2G19300	-0.141288012	0.322070252
AT2G02820	-0.156933521	0.322260609
AT1G79990	-0.132922508	0.322283537
AT2G07490	-0.137924211	0.322285646
AT2G17070	-0.150180437	0.322297202
AT1G54710	0.113834624	0.322373281
AT4G25530	-0.101320392	0.322384917
AT5G12440	-0.213954257	0.322414805
AT1G71820	-0.130416102	0.322429855
AT4G29180	-0.099869426	0.322440285
AT2G43250	0.246377114	0.322516423
AT4G23720	-0.126159197	0.322518492
AT2G33880	0.226032936	0.322546655
AT3G30380	-0.146247255	0.322557945
AT1G44510	0.218267016	0.322607829
AT1G69440	-0.108781377	0.32265583
AT3G42220	-0.099094827	0.322676699
AT5G64790	-0.205707207	0.322901209
AT1G47560	0.108480037	0.322943636
AT5G09370	-0.222185208	0.322990655
AT5G38220	0.109984898	0.323049284
AT2G16190	-0.118595967	0.323083303
AT1G05720	0.139303915	0.3230943
AT1G62310	-0.21952661	0.323140518
AT1G64060	-0.218260269	0.323157164
AT3G62630	-0.104633906	0.323187142
AT1G28030	-0.102626968	0.323251692
AT3G03700	-0.117438498	0.323265262
AT5G25940	0.12847217	0.32328687
AT3G45770	-0.144969739	0.323322658
AT5G56540	0.23574824	0.323324267
AT1G02310	-0.376882108	0.323324454
AT1G47280	-0.168329436	0.323337201
AT3G42320	-0.145253465	0.32338135
AT5G02730	-0.112169309	0.323390958
AT3G52810	-0.108211328	0.323480339
AT3G56300	-0.121566604	0.323495827
AT5G07880	-0.11143998	0.323548048
AT3G60300	0.196514176	0.323655024
AT4G07523	-0.10547733	0.32365813
AT1G07750	-0.141748816	0.323696519
AT1G23360	-0.177846331	0.32370592
AT3G18040	-0.143146311	0.323805651
AT4G28706	-0.121695608	0.323809685
AT4G08940	0.209492009	0.323886186
AT1G53010	-0.110302455	0.323900774
AT2G16610	-0.14772046	0.323966279
AT5G07640	-0.119037792	0.323987618
AT3G14800	-0.184803484	0.323997435
AT5G53870	0.488488297	0.32400701
AT4G13730	0.141589728	0.324116514
AT3G24160	-0.100986954	0.324121365
AT1G66960	-0.125909729	0.324200148
AT3G42700	-0.102643438	0.324260461
AT3G11480	-0.101813882	0.324317224
AT5G21110	-0.135742024	0.324331019
AT3G45970	0.509574565	0.324334376
AT2G05200	0.265291388	0.324382918
AT4G26740	-0.196895297	0.324414245
AT3G62370	-0.167601971	0.324484127
AT5G01560	-0.130686908	0.324492757
AT5G50700	-0.287763105	0.324508927
AT4G15570	-0.187431762	0.324653567
AT1G36950	-0.109899759	0.324737281
AT2G42430	0.201054187	0.324742068
AT1G55260	-0.209368879	0.32479
AT2G45620	0.119322022	0.324846635
AT1G10840	0.097237912	0.324876094
AT1G31040	-0.106496786	0.324915299
AT2G11830	-0.180505093	0.325035016
ATMG00650	0.276168814	0.32508214
AT5G52030	-0.194145077	0.32519686
AT3G17260	-0.102603129	0.325412217
AT1G51940	0.111851129	0.325506141
AT1G16330	-0.132251408	0.325611038
AT3G18140	0.112255843	0.325613445
AT2G41770	0.198453706	0.325740724
AT1G79770	-0.377162332	0.325757997
AT3G04250	-0.102935378	0.325792709
AT1G30840	-0.23306827	0.325882568
AT4G05420	-0.110877941	0.325916116
AT3G14980	-0.104164438	0.325921203
AT5G54220	-0.103751044	0.325990438
AT1G80700	0.169346854	0.326060597
AT4G37540	-0.180074036	0.326063707
AT3G52540	0.11710846	0.326073101
AT3G05250	-0.303403416	0.326073304
AT2G39410	-0.185399018	0.326073369
AT2G28000	-0.131212075	0.326099009
AT5G07470	-0.149921437	0.32614357
AT2G39300	-0.296789866	0.326212896
AT3G15990	0.207603512	0.326441969
AT4G32660	0.139204731	0.326446131
AT1G71050	0.362571734	0.326530611
AT3G54750	0.138922922	0.326630706
AT1G53165	-0.118519434	0.326675325
AT5G47380	0.099002834	0.326867098
AT3G12570	0.158562864	0.326903149
AT4G34120	0.113503849	0.326909226
AT4G32610	0.129296756	0.326915008
AT5G11840	0.119445644	0.326967661
AT5G27650	0.163201022	0.327034481
AT2G24370	-0.143040995	0.32711674
AT4G37890	0.44271726	0.327118093
AT3G09910	0.253601126	0.327187566
AT1G70270	0.223271025	0.327211642
AT1G33730	0.273379041	0.327405371
AT1G02750	0.134880332	0.327422802
AT5G63440	-0.211473937	0.327444971
AT3G62040	0.689374668	0.327487112
AT5G42850	0.181358361	0.327557815
AT1G54090	0.128657183	0.327562791
AT3G26470	-0.197901348	0.327741328
AT4G18570	-0.175941959	0.327781874
AT5G23190	0.165433069	0.327885392
AT1G01100	-0.139631559	0.327971348
AT2G37500	-0.195088496	0.327990569
AT5G01080	0.245855474	0.328020928
AT3G42350	-0.110956487	0.328027553
AT1G68130	-0.140634303	0.32845903
AT3G55530	-0.118827265	0.328518236
AT5G51420	0.258291668	0.328518907
AT1G12730	-0.314249152	0.328579509
AT2G01510	0.549683948	0.328633501
AT5G20920	0.096772237	0.328652372
AT2G19410	-0.099019948	0.328682653
AT5G42140	0.315546062	0.328758572
AT4G02350	-0.116492482	0.328768973
AT5G49290	-0.114052468	0.328918943
AT1G21480	0.125825683	0.32894583
AT1G15150	-0.240904179	0.329007979
AT1G80160	2.319720297	0.329072871
AT2G28760	0.138814956	0.329094883
AT3G06480	0.130513803	0.329133125
AT1G20280	-0.129927677	0.329250548
AT4G13480	-0.134428442	0.329390562
AT3G42440	-0.099670875	0.32942024
AT1G55915	-0.236110464	0.329491763
AT1G18520	-0.196074421	0.329530915
AT4G08090	-0.099549699	0.329640857
AT1G68470	-0.587766824	0.329641441
AT5G16460	-0.096413966	0.329771388
AT3G10590	-0.114161302	0.329820019
AT5G53370	0.11659477	0.329858989
AT4G32980	-0.243822385	0.329982442
AT1G67340	-0.186044706	0.329995425
AT1G26920	-0.209298751	0.330032569
AT5G46520	0.294430398	0.330085202
AT2G16730	-0.109714587	0.330182713
AT4G33040	-0.165222143	0.330241106
AT1G61070	-0.11759826	0.330310341
AT4G28680	0.349007129	0.330331527
AT5G23430	-0.109479971	0.330432049
AT2G21050	-0.178150068	0.33046224
AT2G21860	0.10764069	0.330470891
AT2G04570	-0.177663096	0.330489064
AT2G38840	0.10954829	0.330490573
AT3G22850	-0.13664552	0.330587553
AT5G43440	-0.103893858	0.330776776
AT3G12360	0.158707889	0.33078864
AT3G13480	0.116484225	0.330821245
AT5G04700	0.201040944	0.330855263
AT1G35625	-0.171388734	0.33085544
AT3G44210	-0.098577735	0.330999856
AT1G05380	0.158826322	0.331041988
AT1G42220	-0.096557667	0.331103379
AT1G07160	-0.100973368	0.33111521
AT5G17820	0.337643053	0.331119628
AT3G13390	-0.102613308	0.331208864
AT3G52900	-0.133136176	0.33121738
AT5G17910	-0.2281493	0.331222004
AT4G04930	0.282264977	0.331231112
AT2G38250	0.386340687	0.331291177
AT4G15850	0.171427543	0.331369834
AT1G42420	-0.115804457	0.331461588
AT3G55190	0.264877896	0.331515898
AT3G52740	-0.316677458	0.33157567
AT4G08190	0.2401357	0.331810031
AT1G18590	0.290971403	0.33189412
AT1G14340	-0.099182753	0.331922638
AT2G39220	0.199157203	0.331930955
AT3G18840	-0.104955839	0.332080555
AT1G09190	0.10468523	0.332127867
AT3G20280	-0.166579868	0.332250333
AT4G38750	0.113283927	0.332325224
AT5G17250	0.268499703	0.332353776
AT2G14890	-0.172070781	0.332384952
AT3G46520	-0.110127704	0.332414308
AT2G28640	-0.098731415	0.332437578
AT2G42620	0.190652564	0.33245583
AT2G25500	-0.212844396	0.332477126
AT4G07640	-0.187968724	0.332519562
AT4G08460	0.161208487	0.332520747
AT2G31780	-0.153594233	0.332552305
AT2G28690	-0.097975203	0.332693246
AT5G51760	-0.095472485	0.332849395
AT1G78480	-0.108905123	0.332856167
AT4G16770	0.211494341	0.332881172
AT2G38830	-0.181709732	0.332902871
AT5G18680	-0.095945549	0.332936238
AT5G20810	0.203679559	0.33299729
AT3G07960	-0.202888633	0.333177317
AT1G42630	-0.137150239	0.333209
AT1G20290	-0.173663708	0.333471546
AT1G75840	-0.098744668	0.333493208
AT3G24495	0.105575895	0.333546834
AT5G20220	-0.125094036	0.333553352
AT5G55160	0.150713899	0.333554244
AT1G55610	0.394568196	0.33356184
AT2G15420	-0.095795242	0.333614832
AT2G30160	-0.229255776	0.333765702
AT2G20720	0.252497481	0.333806809
AT1G77080	-0.134410617	0.333834378
AT3G56740	0.117146514	0.333993092
AT1G53060	0.190014285	0.334034842
AT1G18290	-0.115663563	0.334051889
AT2G40980	0.161771189	0.334055362
AT5G37690	0.88895438	0.334168042
AT4G33600	-0.126720634	0.334175685
AT3G26050	0.266146167	0.334295423
AT3G13400	-0.114780358	0.334314368
AT1G72200	-0.103033239	0.334323067
AT5G26190	-0.094782683	0.334440081
AT4G38350	-0.114056812	0.334513495
AT5G66150	-0.131709189	0.334532028
AT3G15670	0.327397779	0.334551683
AT2G02700	-0.099351151	0.334594242
AT2G31650	0.122074094	0.334637913
AT3G05720	-0.096752638	0.334765357
AT3G02850	-0.221855472	0.334797733
AT3G12640	0.140387823	0.334823703
AT2G24310	0.245542718	0.334835241
AT1G12970	-0.148972083	0.334939036
AT4G37070	-0.229885326	0.335050344
AT5G09300	0.171225592	0.335051841
AT4G03153	-0.102898101	0.335223727
AT1G13140	-0.147701544	0.335249619
AT5G03795	-0.123013581	0.335272061
AT1G52020	-0.1308119	0.33531241
AT2G48090	-0.16749465	0.335369685
AT5G62020	0.308869266	0.335440686
AT1G61120	0.282206401	0.335453735
AT3G43140	0.167914769	0.33546338
AT3G29280	-0.114276265	0.335473823
AT4G03450	0.423781654	0.335481895
AT1G19320	-0.149642073	0.335500207
AT5G65580	-0.239977977	0.335534196
AT4G14330	-0.282884	0.335649009
AT5G41730	-0.100850706	0.335657698
AT1G51240	-0.366227356	0.335713851
AT3G05780	-0.098699747	0.33573171
AT3G18370	-0.165200077	0.335734425
AT5G64200	0.237509726	0.335737214
AT3G58060	-0.218703298	0.335740119
AT5G03300	-0.099729243	0.335770356
AT4G23070	-0.111426627	0.335815332
AT5G61230	0.10285865	0.335928504
AT1G17630	-0.148444662	0.33596777
AT3G20790	-0.102156488	0.336027243
AT4G33310	-0.133810826	0.336120795
AT4G19410	0.122920201	0.336170843
AT3G23295	0.213339858	0.336186552
AT2G31725	0.156786795	0.336267717
AT1G33950	-0.10485272	0.336320017
AT3G51560	-0.106893484	0.336347892
AT5G18660	-0.182761086	0.336376245
AT4G23630	-0.158818011	0.336388225
AT3G04570	0.211345129	0.336400384
AT3G17290	0.435555345	0.336468812
AT3G50260	0.555499079	0.336506604
AT4G08620	-0.096460785	0.336509761
AT3G11640	0.122691285	0.336531238
AT1G34760	-0.483935848	0.33657495
AT3G25940	0.153937106	0.336590049
AT4G01370	0.0959459	0.336593217
AT2G31570	-0.096475773	0.336614127
AT4G30935	0.205905216	0.336615617
AT5G63010	0.449682432	0.33661754
AT1G54970	0.373665374	0.336720094
AT1G11710	0.185288379	0.336749892
AT5G28210	-0.225141747	0.336799106
AT5G25280	0.111357541	0.336802428
AT1G01940	0.121670422	0.337053457
AT5G20580	0.114536755	0.337113681
AT2G30780	-0.225460471	0.337128538
AT1G26340	0.15653161	0.337237575
AT3G45320	-0.099402677	0.337238143
AT4G11660	0.135989051	0.337239263
AT5G44420	-0.500658664	0.337266286
AT2G06160	-0.100279701	0.337270367
AT3G15250	-0.10337432	0.337309559
AT1G19470	-0.116680648	0.337312468
AT1G27040	0.282572585	0.337313792
AT1G78770	0.210022979	0.337329457
AT3G47630	0.245431553	0.337367008
AT4G21280	-0.112172148	0.337372829
AT5G18700	-0.117517435	0.337394814
AT2G01540	0.120315698	0.337457773
AT5G64800	0.254709459	0.337464136
AT5G60440	-0.120350124	0.33756548
AT1G10640	0.210323041	0.337573956
AT1G47350	-0.170906738	0.337590939
AT1G34200	-0.132064535	0.337665173
AT1G29440	-0.258545114	0.337678979
AT1G06140	-0.116709677	0.337707861
AT2G20030	0.218742984	0.337893303
AT4G17510	0.135903448	0.337918282
AT5G03280	-0.105483484	0.338021005
AT1G64910	-0.180440862	0.338061763
AT1G07300	-0.09817142	0.338208731
AT1G18050	-0.218068536	0.338283031
AT5G01360	-0.112520507	0.338292841
AT4G33780	0.177491262	0.338406367
AT1G18610	-0.143496355	0.338413322
AT1G72240	-0.236377989	0.33843984
AT1G75800	-0.115179625	0.338453563
AT2G21560	-0.125762056	0.338461695
AT2G35800	-0.104839077	0.338492047
AT4G38900	0.15495183	0.338516679
AT2G10070	-0.548036042	0.338530177
AT2G23580	-0.122590104	0.338543928
AT1G16950	-0.094220402	0.33859757
AT3G44800	-0.102029435	0.338609973
AT3G54590	-0.271007162	0.338634853
AT5G64840	-0.098308133	0.338695952
AT5G45630	0.136720723	0.338740722
AT2G01300	-0.096593071	0.338814608
AT3G61910	-0.104518886	0.338861093
AT3G54200	0.0972939	0.338876095
AT3G18610	-0.105922995	0.338882846
AT5G10120	-0.099841217	0.33890993
AT3G29250	0.237521891	0.338945634
AT1G74820	-0.093804844	0.339012687
AT4G32030	-0.232786799	0.339054379
AT2G40220	-0.528121838	0.339151676
AT2G26180	0.185429235	0.339233737
AT4G01740	-0.281924613	0.339239521
AT4G07430	-0.094128917	0.339248553
AT1G63950	-0.123988324	0.339270741
AT4G31150	-0.188952429	0.339317322
AT3G16550	-0.10535242	0.33932446
AT3G26280	-0.113228774	0.339372766
AT1G65660	0.16276452	0.339511333
AT3G46930	0.301285228	0.339548355
AT3G14430	-0.143368485	0.339595537
AT5G41970	-0.123651449	0.339615391
AT3G03880	0.129117316	0.339630926
AT4G21480	0.255693529	0.339738963
AT3G31908	0.156305451	0.339783842
AT3G54920	-0.118189573	0.339798454
AT4G05260	-0.227214258	0.339830056
AT2G18710	-0.099503557	0.339966322
AT5G26880	-0.096129661	0.339987325
AT3G11430	0.250010698	0.340013657
AT2G41470	-0.093937913	0.340053438
AT1G77010	0.28015652	0.34006793
AT5G20450	0.169470691	0.340184229
AT3G46750	-0.095066281	0.340198505
ATCG00550	0.094257466	0.340269397
AT5G40940	-0.093925628	0.340299491
AT4G38040	-0.121523014	0.340394399
AT3G25100	-0.170829591	0.340395652
AT1G05290	-0.094934046	0.340398045
AT3G58810	-0.384235911	0.340490261
AT3G14270	-0.098437769	0.340494295
AT3G50350	0.095638553	0.340572084
AT4G20160	-0.103587979	0.340698808
AT2G22340	0.149769522	0.34075307
AT5G34895	0.292986836	0.340753089
AT3G05080	-0.119289285	0.340789031
AT2G30090	0.21898348	0.340822465
AT1G44222	-0.236448535	0.340843671
AT5G62340	0.501613264	0.340924425
AT2G41220	-0.10752408	0.340946862
AT2G44530	-0.150205563	0.340981472
AT1G27410	-0.104484256	0.341038557
AT1G74740	-0.202392296	0.34108852
AT2G47140	0.158502576	0.341103176
AT2G15260	-0.093448971	0.341148269
AT1G69950	0.226776318	0.341272075
AT1G30030	-0.188135316	0.341355995
AT2G30900	-0.102303371	0.341362724
AT3G11370	0.171177635	0.341442236
AT3G58300	-0.100242616	0.341456798
AT3G59020	0.116842711	0.341530757
AT5G44130	-0.104939433	0.341578633
AT1G28130	0.37951745	0.341782247
AT5G06200	0.156428445	0.341829582
AT3G60730	-0.095420466	0.341882865
AT1G32660	-0.171656997	0.342023818
AT1G62030	-0.26098962	0.342049891
AT1G62420	0.163811774	0.342062419
AT1G08680	-0.278538751	0.342099052
AT4G29560	-0.221776874	0.342144897
AT2G41600	0.102870732	0.342229683
AT2G20160	-0.134007542	0.342231336
AT3G16260	0.094964551	0.342302522
AT3G04600	0.146985517	0.342343358
AT3G17360	0.27228149	0.342405951
AT1G31020	0.094568668	0.342464954
AT4G10400	-0.220317585	0.342499053
AT2G19080	0.141694469	0.342513537
AT5G59960	0.178289269	0.342591235
AT5G48600	0.10774177	0.342696542
AT3G05110	-0.104133282	0.342806704
AT5G49930	0.101886813	0.342825072
AT3G02260	0.110301042	0.342847409
AT5G07810	0.162427111	0.342863803
AT5G17210	0.263170039	0.342900491
AT4G19280	-0.094278307	0.342902249
AT4G36970	0.098315316	0.342940357
AT1G67890	-0.116165845	0.34296124
AT1G61760	0.103725034	0.34297525
AT3G60290	-0.278865216	0.34310479
AT2G41280	-0.104254779	0.34317704
AT5G17760	0.379261542	0.343182357
AT2G36570	-0.193717418	0.343191768
AT5G44020	-0.126269179	0.343199689
AT3G25470	-0.105791603	0.343219534
AT2G03170	-0.098906285	0.343280782
AT1G55670	-0.095497057	0.343330068
AT1G69700	0.131470368	0.343495075
AT5G54580	0.14419708	0.343504143
AT1G25350	0.107705014	0.343511586
AT3G30510	-0.0962389	0.343535374
AT5G35670	0.276655864	0.343630794
AT4G27270	-0.181031171	0.343667934
AT1G14740	0.11118978	0.343738015
