Idx	M	adj.P
AT5G65170	0.381161386	0.059503513
AT1G73590	0.331145996	0.05951499
AT1G48900	-0.326287714	0.059525037
AT3G03610	0.484172416	0.059535931
AT5G26860	0.796586231	0.059559441
AT5G61060	0.273798891	0.059641144
AT2G38790	-0.414336986	0.059691982
AT1G68110	0.540384627	0.059693834
AT5G44660	0.450573144	0.059708923
AT1G62430	-0.472805984	0.059718172
AT1G06380	0.272045275	0.059735984
AT5G08570	-0.284660144	0.059775814
AT3G55710	0.460249407	0.059776951
AT5G13280	0.290999359	0.059787507
AT1G44318	-0.421278555	0.059797408
AT1G10090	0.393645491	0.059802414
AT4G20830	0.515993259	0.059815099
AT1G02590	-0.251539488	0.059823976
AT4G18480	-0.348056939	0.059843982
AT5G12990	-0.300609139	0.059851964
AT1G08570	-0.306453739	0.059875565
AT3G62020	-0.314246169	0.059893974
AT2G45700	0.362478078	0.059906626
AT5G06580	-0.345486998	0.059912385
AT2G20150	-0.251522121	0.059913326
AT2G05580	-0.36878976	0.059947761
AT1G13195	0.301958928	0.059969097
AT4G24940	0.310893011	0.059975159
AT5G40540	0.448839029	0.059986023
AT1G77750	0.268127615	0.059988837
AT1G71290	-0.272904465	0.060003359
AT5G15800	0.603182518	0.060008649
AT1G01490	0.634667524	0.060010463
AT2G10630	-0.257889719	0.060033723
AT2G40820	-0.276355741	0.06013521
AT5G64410	0.23940209	0.060169943
AT2G43200	-0.409139295	0.060183604
AT5G65730	-0.230183313	0.060212472
AT4G00860	-0.248839819	0.060216447
AT3G44980	-0.257591534	0.060242873
AT1G21670	0.377751887	0.060260878
AT2G25900	-0.234691304	0.060301941
AT4G11550	-0.579521162	0.060316381
AT2G44920	-0.367563795	0.060362386
AT3G05200	0.478666016	0.06036403
AT2G35120	-0.337801288	0.060387713
AT1G02710	-0.278595664	0.060391668
AT1G73510	-0.227128456	0.060407781
AT1G69750	0.5037628	0.060488859
AT5G49960	0.401904014	0.060494155
AT4G35510	-0.354543667	0.060499447
AT5G20270	-0.410598861	0.06053162
AT2G29700	-0.227884898	0.060537108
AT1G09420	0.770393023	0.060539987
AT1G71840	0.346991504	0.060547165
AT2G33490	-0.232534174	0.060557912
AT1G12040	-0.250364808	0.060558121
AT1G31160	-0.276525954	0.06056386
AT2G45600	-0.939934376	0.060568865
AT4G13960	-0.238458817	0.060579889
AT1G54040	0.472881897	0.060617479
AT5G27820	-0.272959919	0.060632577
AT3G50850	-0.277343976	0.060633283
AT5G61790	0.335028423	0.060657037
AT1G20890	0.359836929	0.060657483
AT1G70870	-0.245308089	0.060663701
AT2G26070	-0.283618244	0.060682821
AT5G66280	-0.29164197	0.060700938
AT5G43880	-0.265022343	0.060716497
AT1G14720	0.23988018	0.060719159
AT2G44745	-0.446396037	0.060728058
AT3G01360	-0.262287129	0.060728143
AT3G32950	-0.299159663	0.060786146
AT3G13672	-0.312634551	0.060828816
AT5G19350	0.250421055	0.060843439
AT1G05210	-0.376139531	0.060873195
AT3G08040	-0.455105121	0.060873983
AT1G11790	-0.316598944	0.060899096
AT5G56070	-0.31119334	0.060930801
AT5G54390	0.254569625	0.060945248
AT2G34120	-0.351009986	0.060949152
AT4G25830	-0.508703641	0.06095469
AT1G33890	-0.485722357	0.060996113
AT1G35490	-0.270713124	0.061014225
AT1G21600	-0.238397829	0.061032156
AT1G19080	0.274009268	0.06104124
AT5G66390	0.360847413	0.061052707
AT1G67030	0.366145555	0.061054935
AT5G03090	-0.24682328	0.061077615
AT5G51890	-0.449747547	0.061080152
AT1G18040	0.310943697	0.061088253
AT1G60890	0.289076086	0.061121611
AT1G17620	-0.471151744	0.061126916
AT1G52600	0.330359586	0.061139193
AT5G14105	0.288546755	0.061143456
AT5G61370	0.37679422	0.061147811
AT4G33390	-0.231930433	0.061150836
AT2G35340	0.36657832	0.061155979
AT5G37360	-0.318570112	0.061158799
AT1G20380	0.443532866	0.061211881
AT4G02460	0.665039306	0.061228655
AT1G25290	-0.407418868	0.061230658
AT2G26900	-0.365342655	0.061290552
AT1G23750	-0.526270393	0.061304745
AT5G18370	0.226343694	0.061330673
AT2G40620	-0.348567061	0.061341421
AT5G39750	-0.279633923	0.061346429
AT1G03960	-0.282830784	0.061361317
AT1G07270	-0.319316266	0.061362236
AT5G67110	0.759455888	0.061383226
AT1G05710	0.987749232	0.061431509
AT3G59580	-0.340985996	0.061432793
AT1G71460	0.40142179	0.061447791
AT5G11340	0.264680306	0.06149799
AT5G48930	-0.346356838	0.061527213
AT5G13680	0.532347226	0.061530692
AT5G23570	-0.284493468	0.061561211
AT5G25180	-0.231764234	0.061620264
AT3G42430	-0.266103687	0.06163469
AT1G52100	-0.594084563	0.061646099
AT4G38840	0.309822914	0.061652052
AT2G45210	2.329343189	0.061671967
AT2G01220	-0.396522339	0.061673032
AT3G23840	-0.911455479	0.061718639
AT3G62780	0.793121389	0.06175077
AT3G15450	0.531169045	0.061751359
AT1G43900	0.222168222	0.061754988
AT1G58150	-0.264532692	0.061763996
AT1G18070	-0.358235017	0.061775838
AT3G10230	-0.260683318	0.061781433
AT2G32580	-0.280435629	0.061782043
AT4G31590	-0.284657459	0.061821834
AT4G04280	-0.257233534	0.061856059
AT1G33820	-0.270911215	0.061856356
AT5G40770	0.389072904	0.061891808
AT1G16270	0.479263661	0.061893312
AT4G21590	0.508255341	0.061895507
AT4G10620	0.404614089	0.061921598
AT4G03030	0.350022134	0.061937179
AT1G76820	-0.358834833	0.061955655
AT4G29590	-0.326925083	0.061961887
AT3G03800	-0.268210727	0.061967965
AT2G06020	-0.231375363	0.061971557
AT1G23800	0.66753369	0.061978817
AT1G10780	0.348082421	0.061998648
AT2G23270	-0.301305989	0.062060726
AT2G45170	0.496565685	0.062064691
AT2G35840	-0.360414092	0.062066932
AT5G42400	0.285808594	0.062070605
AT3G19440	0.899766522	0.062081687
AT3G48370	-0.280045004	0.062111544
AT4G12860	-0.22473031	0.062137447
AT1G72550	0.28131302	0.062147625
AT5G12380	-0.417458743	0.06215123
AT3G14450	0.780158651	0.062155996
AT2G25490	-0.268411284	0.062177521
AT4G26540	-1.192297885	0.062199626
AT1G68810	-0.538331765	0.06221206
AT1G57600	0.2440442	0.062220465
AT3G09740	0.235409422	0.062226173
AT3G62910	-0.271186855	0.062232541
AT4G02820	0.314720632	0.062250421
AT3G15150	0.688631152	0.062255075
AT5G46270	-0.526369416	0.062262258
AT5G25860	-0.306379143	0.062283283
AT5G49740	-0.284481607	0.062317545
AT4G30200	0.256036562	0.062341084
AT1G64860	-0.252494395	0.062360933
AT5G53880	0.301468146	0.062378268
AT1G49270	-0.282264732	0.06238855
AT2G36320	0.222778245	0.062388885
AT2G47690	-0.223666363	0.062402145
AT2G01410	-0.53186865	0.062474303
AT5G59290	-0.342688745	0.062489799
AT2G36760	-0.241858731	0.062510376
AT2G26240	-0.265753185	0.062512068
AT5G18230	-0.280159352	0.062536848
AT4G05570	-0.252177603	0.06255372
AT2G14300	-0.259371318	0.062561552
AT1G47370	-0.792567835	0.062599236
AT3G07310	-0.313533024	0.062607038
AT4G16850	-0.607949285	0.062645488
AT1G70610	-0.255687583	0.062671765
AT5G60790	-0.305449528	0.062679729
AT5G40645	-0.257657594	0.062682411
AT1G56520	-0.680042046	0.062696743
AT3G19900	-0.222473744	0.062712668
AT4G15150	-0.26050465	0.062719308
AT1G32550	-0.414359575	0.062746732
AT1G60130	-0.237238782	0.062752398
AT1G53280	0.22053059	0.062756642
AT3G15850	0.298375462	0.062763148
AT1G67670	-0.311223732	0.062772833
AT2G31870	-0.338394735	0.062880933
AT2G25280	0.289298581	0.062901274
AT1G59760	0.263839252	0.062920571
AT5G64080	0.420484878	0.062927297
AT5G05420	-0.314633045	0.062932426
AT2G20070	-0.267282855	0.062935474
AT3G16690	-0.228058959	0.062946509
AT5G08090	0.451626405	0.062959927
AT4G18700	-0.273720653	0.06299393
AT3G53480	1.285205134	0.06301855
AT4G13520	0.238706744	0.063046381
AT5G02370	-0.443044783	0.063061314
AT3G55480	0.234535374	0.063106609
AT5G40290	-0.260762479	0.063118865
AT1G20693	-0.277849116	0.063120505
AT1G66940	-0.256864226	0.063151595
AT3G44840	-0.245867099	0.063152769
AT2G33620	0.361306886	0.063152835
AT1G64460	0.371702295	0.063153135
AT3G47295	-0.368445338	0.063163529
AT1G58330	-0.34314171	0.063179082
AT5G16530	-0.479831771	0.063180622
AT4G16790	0.678341767	0.06319796
AT5G44670	0.316852131	0.063222689
AT4G10380	0.854422992	0.063228755
AT5G10960	-0.228020065	0.063233647
AT5G59800	0.226616632	0.063256486
AT1G29395	0.733317466	0.063285528
AT3G19190	0.298053375	0.063286323
AT3G13320	0.254939308	0.06331813
AT5G65300	0.460219495	0.063323206
AT5G03440	0.242611337	0.063341213
AT5G63280	0.24650946	0.063344996
AT1G27850	-0.403381832	0.063380696
AT1G78100	-0.460883344	0.063411584
AT5G04870	0.332749535	0.063415739
AT5G09760	-0.26037469	0.06341646
AT1G58300	-0.440601284	0.063425518
AT3G08930	-0.231761741	0.06343544
AT3G03040	0.294060205	0.063441489
AT1G35500	-0.286972309	0.06345386
AT3G52040	0.227947509	0.063461539
AT5G42130	-0.3246966	0.06348598
AT3G25090	-0.469705631	0.063508929
AT4G12760	0.371367182	0.063511138
AT1G53000	-0.253088957	0.063519191
AT5G23960	-0.219854205	0.063527899
AT4G34500	-0.291196721	0.063539208
AT4G32590	-0.476438706	0.063549674
AT3G13370	-0.381415932	0.063563904
AT3G62060	-0.333903134	0.06363574
AT4G14100	-0.676408431	0.063641993
AT5G39790	0.507915177	0.063659756
AT4G13060	-0.289472588	0.063677952
AT2G15020	-0.824420592	0.06368694
AT1G69500	-0.225153291	0.063692746
AT5G60410	-0.227337955	0.06370669
AT5G63680	0.280624858	0.063741213
AT3G29760	-0.271751587	0.063741506
AT4G04560	-0.253055128	0.063768179
AT4G40040	-0.252462009	0.063778802
AT2G17370	-0.270622968	0.063793364
AT3G50570	-0.898911154	0.063795341
AT2G36680	-0.252141171	0.063803472
AT4G03290	-0.27280696	0.06384675
AT4G03190	-0.265455978	0.063870364
AT5G46830	-0.932947001	0.063921968
AT4G19650	-0.852177683	0.063924084
AT1G36810	-0.233933843	0.063934956
AT1G34460	-0.529845698	0.06397216
AT1G22720	-0.35102519	0.063976984
AT5G09780	-0.291884575	0.063995299
AT1G66640	-0.225332253	0.064036629
AT1G45190	-0.220780452	0.064043094
AT4G27670	-0.340665882	0.064053293
AT3G59410	-0.32107609	0.064067593
AT5G12850	-0.238295302	0.064077388
AT2G06110	-0.26672374	0.06407949
AT2G14460	0.225341647	0.064089372
AT2G19390	-0.262732637	0.064093566
AT4G17280	0.591852366	0.064103219
AT5G53220	0.297657832	0.064103249
AT1G36095	-0.252335498	0.064109635
AT5G14260	-0.331666076	0.064159281
AT5G04810	0.238564538	0.064182363
AT1G53720	-0.310774059	0.06419147
AT5G25130	-0.466079561	0.064221487
AT1G27340	-0.262358436	0.064228295
AT5G20040	-0.26594546	0.064232603
AT2G39530	0.470204735	0.064266474
AT5G38120	0.4944585	0.064282858
AT1G02820	-0.480586036	0.064299634
AT3G42380	-0.218338465	0.064300086
AT1G63360	-0.233173194	0.064319606
AT1G04310	-0.237165699	0.064325782
AT1G02980	-0.297048826	0.064333057
AT4G36860	0.584765267	0.064350665
AT3G42090	-0.273891624	0.064359829
AT5G42910	-0.248235375	0.064429336
AT2G24590	-0.405040186	0.064444403
AT4G31290	0.267540375	0.064451748
AT3G25530	-0.267629459	0.064475476
AT1G11260	0.386989103	0.064475691
AT2G27920	-0.522967735	0.064491258
AT1G50250	-0.227216181	0.064508076
AT1G66170	-0.234609913	0.064510889
AT1G47485	-0.228527156	0.064528239
AT3G49130	0.294272654	0.064530399
AT4G39450	-0.277297387	0.064535863
AT5G42620	-0.535566164	0.064536905
AT3G18650	-0.220548932	0.064544678
AT5G44640	-0.266716518	0.064560206
AT5G19740	-0.380566089	0.064562204
AT3G55790	-0.328609701	0.064564717
AT5G47830	-0.464910484	0.064585444
AT5G12840	-0.259518319	0.064593041
AT3G33073	-0.273147647	0.064595216
AT5G64940	-0.271985319	0.06461299
AT5G03555	-0.36938785	0.064672398
AT3G59390	0.339701645	0.064726721
AT1G69935	-0.262013294	0.064738908
AT5G03060	-0.229453805	0.064758396
AT5G63780	-0.226194733	0.064763161
AT1G25450	-0.557052165	0.064778084
AT3G08660	-0.22364489	0.064781778
AT1G13640	0.326449122	0.064782073
AT5G13180	0.2450957	0.064801253
AT2G35750	-0.538428636	0.064836662
AT4G37910	0.308930498	0.064838495
AT1G08500	-0.353204862	0.064839616
AT3G50180	-0.395760261	0.064848851
AT1G49530	0.59722275	0.064853543
AT3G10070	-0.327750995	0.064883095
AT1G07420	-0.266866544	0.064897429
AT3G55520	-0.221211981	0.064968268
AT4G33890	-0.248098955	0.064968768
AT1G34065	-0.272110667	0.065055405
AT2G44610	-0.335148081	0.065080991
AT5G25090	-0.341472733	0.065093961
AT1G63350	0.263086426	0.065107543
AT5G35150	-0.276032037	0.065118924
AT2G10050	-0.258086827	0.065143108
AT1G01150	-0.258424339	0.065210587
AT3G62140	0.666644583	0.065254821
AT5G38180	-0.241286429	0.065306025
AT3G06400	0.256037764	0.065344906
AT4G20150	-0.305721584	0.065400356
AT3G17640	-0.869872168	0.065415199
AT1G30520	-0.395791504	0.065432025
AT2G28290	0.234349503	0.065434548
AT1G72790	0.253505614	0.065452715
AT3G13230	0.291555435	0.065462631
AT3G06380	0.299755774	0.065482957
AT3G50340	-0.383305372	0.065492649
AT3G27110	-0.357143612	0.065530608
AT2G41610	-0.226452278	0.065541048
AT1G73177	0.273720683	0.065542858
AT1G17070	0.361143434	0.065545754
AT5G38900	0.603043007	0.065550128
AT3G10380	-0.246020744	0.065563192
AT1G31960	-0.228492749	0.065564119
AT3G13110	0.271135542	0.065569137
AT3G61670	0.309786925	0.065572723
AT1G69040	0.347409491	0.065578427
AT2G25200	0.626154319	0.065581044
AT3G53740	0.230176464	0.065582817
AT5G27920	0.691630447	0.065593634
AT4G28720	-0.571099655	0.065623337
AT1G04430	-0.26496044	0.065627013
AT5G19810	-0.526691962	0.065628132
AT5G58060	-0.288379264	0.065635306
AT1G24240	-0.222435621	0.065684128
AT1G53580	0.489576344	0.065689897
AT3G06520	0.237558018	0.065691996
AT5G16450	0.303787655	0.065692568
AT2G07180	0.222226269	0.06569552
AT5G40160	-0.282900291	0.065730815
AT5G61640	0.310906721	0.065733887
AT2G40670	0.316868281	0.065752966
AT1G59950	-0.263809536	0.065814383
AT2G20300	-0.495968237	0.065832397
AT2G46140	1.175598268	0.06586397
AT2G35540	0.613371402	0.065884918
AT4G38600	-0.280050167	0.06591423
AT5G65490	0.268412501	0.065917113
AT5G44820	0.61580974	0.065931754
AT3G24320	0.297093594	0.06593528
AT4G39260	-0.302711627	0.065970623
AT5G38580	-0.223868275	0.065978972
AT4G20400	-0.2406531	0.066053617
AT3G25690	0.429349778	0.066069799
AT5G59305	-0.21870774	0.066080345
AT1G21310	1.278120836	0.066136053
AT1G23570	-0.233441346	0.066141816
AT2G33340	0.353413247	0.066183514
AT3G44050	-0.290646961	0.066229821
AT1G47885	-0.288097306	0.066241611
AT1G12430	0.359847457	0.066278717
AT3G26370	0.219884777	0.06632631
AT1G03130	-0.285972302	0.066332409
AT1G21080	-0.239476759	0.066342473
AT1G48430	0.342462755	0.066376248
AT1G78890	-0.26203744	0.066388577
AT4G39300	0.382167837	0.066389678
AT5G44780	0.330252006	0.066470503
AT1G02090	-0.312008686	0.066478222
AT5G26970	-0.240099267	0.066488464
AT5G52330	-0.591294794	0.066500762
AT2G37660	-0.288007661	0.066544758
AT5G63910	0.268188085	0.066570372
AT1G24460	0.381763275	0.066597035
AT1G77800	0.271807399	0.066611361
AT4G09620	-0.251028061	0.066627884
AT2G37450	-0.254871106	0.066647335
AT1G13020	-0.266204822	0.06667817
AT5G04360	-0.485599792	0.066681467
AT4G01280	-0.260727891	0.066681694
AT4G24330	-0.247567669	0.066719298
AT2G13730	-0.278308709	0.066766462
AT1G17410	0.335055653	0.066787956
AT2G14260	-0.308968755	0.066821846
AT3G49580	0.467925702	0.066839707
AT5G37770	-0.224197074	0.066883138
AT4G00280	-0.260635143	0.066890468
AT1G52260	0.317667875	0.066897884
AT3G18420	-0.308106246	0.066933247
AT2G20260	-0.330508194	0.066935238
AT4G28030	-0.223471826	0.06694288
AT2G26870	-0.247395145	0.066952193
AT3G15790	0.319866957	0.066953198
AT1G05805	-0.363916377	0.066956676
AT3G01890	-0.343063364	0.067015136
AT4G17240	-0.500209391	0.067020874
AT2G01800	-0.216030277	0.067037125
AT4G26430	-0.35530566	0.067074045
AT2G01330	0.272316033	0.067081188
AT5G20820	-0.367819825	0.067095348
AT5G47410	0.228126014	0.067095816
AT1G13890	-0.285043031	0.067097362
AT1G27060	-0.317773517	0.067106978
AT1G55940	0.560145789	0.067123144
AT3G01670	-0.456324714	0.067134176
AT3G08960	-0.343708476	0.067147951
AT5G54330	-0.264340478	0.067164155
AT4G24290	-0.293738308	0.067176192
AT3G13880	0.464225453	0.067220274
AT4G26370	-0.457496418	0.067234196
AT1G57670	0.349032185	0.06726022
AT5G16560	-0.690067459	0.067270085
AT2G34590	-0.34694348	0.067315567
AT1G21090	0.645608318	0.067323336
AT3G49520	-0.33843969	0.067396517
AT5G52100	-0.399895921	0.067414405
AT5G62910	0.254115902	0.067443234
AT5G49070	-0.245447228	0.067455618
AT5G55040	-0.242209655	0.067460988
AT3G10410	-0.273918534	0.067482466
AT2G31740	0.466153259	0.067507302
AT3G21590	-0.223801335	0.067527203
AT4G14660	0.296828931	0.067533054
AT1G50200	0.250658162	0.067542435
AT1G22990	-0.379812105	0.067569093
AT1G12570	-0.833685638	0.067570321
AT3G59660	0.28214155	0.067598898
AT2G21680	-0.533566903	0.067640339
AT2G35605	0.260465869	0.067679923
AT3G18130	0.225697884	0.067695334
AT2G47660	-0.272346288	0.067702314
AT5G46110	-0.225933247	0.067722461
AT3G53970	-0.314633637	0.067791716
AT3G10950	-0.254159962	0.067810027
AT4G36070	-0.221293047	0.067843962
AT5G20560	-0.335387884	0.067880186
AT3G51000	0.220019015	0.06789154
AT2G06120	-0.27959094	0.06789224
AT4G26710	-0.30070567	0.067894142
AT5G58580	0.483520688	0.067919477
AT3G02900	-0.345255586	0.06793012
AT3G61700	0.281778665	0.067939027
AT2G21070	-0.526926364	0.067939808
AT4G20870	-0.269129097	0.067948444
AT5G43870	-0.359281282	0.067987635
AT2G23260	-0.256414187	0.068081922
AT4G26690	-0.275666005	0.068086996
AT2G46230	0.256667829	0.068087234
AT1G29960	-0.397860707	0.068141062
AT5G16430	-0.380876377	0.068160801
AT2G48110	-0.49362724	0.068163989
AT1G29750	-0.423281271	0.068172167
AT5G02440	-0.971592123	0.068205628
AT3G53070	-0.372724161	0.068225346
AT1G07180	-0.331898045	0.068252261
AT5G25920	-0.222585167	0.068252996
AT2G25890	-0.527532557	0.06825724
AT5G11980	-0.217266525	0.068257958
AT1G05670	-0.335478534	0.068320517
AT1G77270	0.224289343	0.068320745
AT1G44980	-0.231984762	0.068332475
AT4G39500	-0.264667879	0.068358413
AT5G19480	0.345426653	0.068360531
AT4G38130	-0.30602147	0.06837954
AT5G37170	-0.222729629	0.068451195
AT5G67350	-0.50281688	0.068465011
AT1G71900	-0.231871488	0.068495295
AT4G02860	0.289790225	0.06850238
AT1G73730	-0.252847051	0.068508391
AT2G06960	0.405045012	0.068513537
AT4G02330	1.202559384	0.068590778
AT5G39260	-0.495545857	0.068656473
AT4G35750	0.400090348	0.068681579
AT1G14390	-0.469243936	0.068713847
AT4G35460	0.297560945	0.068728899
AT3G14640	-0.476257089	0.06874856
AT1G45180	-0.343468543	0.068758206
AT5G62760	-0.628957648	0.068762662
AT2G46650	0.480844176	0.068763589
AT1G26330	-0.22685123	0.068765597
AT3G30800	-0.250308615	0.068806463
AT1G14900	0.396306787	0.068806867
AT3G55750	0.233412002	0.068825851
AT1G19390	-0.215583609	0.068838975
AT3G24650	0.216573369	0.068948513
AT5G27830	0.372066419	0.06900238
AT5G07540	0.291191632	0.069018941
AT1G53070	0.427250479	0.069051034
AT5G46790	-0.29464863	0.069066887
AT4G36900	0.217250039	0.069068924
AT2G12190	-0.648556956	0.06912365
AT4G30290	1.00962672	0.069135665
AT5G10430	-0.355708254	0.069174346
AT4G18170	0.904726731	0.069197686
AT3G23230	-0.24699024	0.069199449
AT2G02280	-0.337071826	0.069206849
AT4G12640	-0.530764051	0.06922464
AT1G51090	0.970570621	0.069233992
AT5G41480	-0.304395228	0.069240641
AT1G06650	0.216144398	0.069263182
AT3G12210	-0.225875115	0.06927291
AT1G01630	-0.270325783	0.069273442
AT1G24625	0.276927617	0.069284654
AT2G17490	-0.40497301	0.069335291
AT4G37760	-0.395533802	0.069343497
AT5G60150	-0.418040951	0.069356986
AT2G36830	-0.517385881	0.069376951
AT2G05090	-0.254274955	0.069393003
AT5G12200	0.234359434	0.069399405
AT1G20696	-0.308347648	0.069434754
AT1G67970	0.414803657	0.069451013
AT3G44430	-0.276428934	0.069454271
AT2G35720	0.465114494	0.069465682
AT5G06480	-0.5984289	0.069477782
AT5G39090	0.276447864	0.069479689
AT3G51120	0.354156607	0.069482284
AT1G53770	0.383759783	0.069538187
AT3G02880	0.256927452	0.069545908
AT2G20740	-0.237352789	0.06955949
AT5G51280	0.275652811	0.069613569
AT4G12740	0.212984033	0.069620298
AT4G29720	-0.488870459	0.069639458
AT5G49160	-0.384536831	0.069643233
AT4G17840	0.430097879	0.06966876
AT4G32920	0.306552196	0.069673529
AT1G33420	-0.228110802	0.069706093
AT3G45560	-0.253544873	0.069715569
AT4G38960	0.356601057	0.069728255
AT5G35620	-0.319404638	0.069746532
AT5G24620	-0.236030122	0.069753001
AT2G40180	-0.263652517	0.069773964
AT1G74490	0.524926173	0.069778268
AT1G05060	-0.249836953	0.069796514
AT3G06390	0.279881527	0.06980458
AT2G45110	-0.22050522	0.069813454
AT3G28720	0.237076249	0.069816653
AT2G28940	0.300929676	0.069856416
AT2G25740	0.235901749	0.069861339
AT5G64490	-0.429603856	0.06986227
AT2G23400	-0.237413033	0.069936211
AT3G16940	0.243549627	0.069970015
AT1G21050	0.257880379	0.06997218
AT4G14270	-0.246326318	0.070030902
AT4G32260	-0.332923794	0.070046216
AT3G26320	-0.237899693	0.070128438
AT4G03390	-0.260228966	0.070134584
AT4G10955	-0.323631771	0.070136963
AT3G12870	-0.609997341	0.070143652
AT1G36070	0.237019224	0.070148507
AT5G22740	0.462373959	0.070164357
AT2G20530	0.27735055	0.070175576
AT2G07340	-0.298658446	0.070221043
AT3G17160	0.35633375	0.070224037
AT4G08270	-0.240606784	0.070228159
AT5G26060	-0.23044113	0.07029122
AT5G52530	0.230315861	0.07029529
AT4G13880	-0.362065139	0.070338547
AT2G43970	0.235338513	0.070369451
AT1G24020	0.431980868	0.070389216
AT3G07320	-0.586945936	0.070395686
AT4G00550	0.400343721	0.070398901
AT5G50200	0.742590456	0.070410364
AT3G15800	-0.466087067	0.070423106
AT2G33830	0.289746519	0.070428457
AT4G15530	1.596965828	0.070454242
AT1G21870	0.239431386	0.070499408
AT5G03030	0.276758841	0.070500233
AT1G77740	-0.25037643	0.070514479
AT1G71940	0.308967494	0.070525419
AT1G71710	-0.25479789	0.070562791
AT3G19070	-0.221640768	0.07058632
AT1G52990	-0.745760775	0.070595577
AT4G08490	-0.223947147	0.070597938
AT1G44790	0.314238437	0.070655955
AT3G51090	0.419148598	0.070679828
AT5G01190	-0.665388332	0.070695611
AT1G29900	0.418069332	0.070754052
AT3G07660	-0.425397988	0.070775464
AT4G01040	0.259366874	0.070790769
AT5G14550	0.296984674	0.070799037
AT4G20100	-0.340156266	0.070810973
AT5G60140	-0.249796252	0.070819616
AT4G36410	0.507480031	0.0708596
AT5G46310	-0.213848505	0.070890956
AT2G28410	-0.436625341	0.070898367
AT3G23240	-0.408281362	0.070898586
AT5G38040	-0.220010239	0.070906353
AT5G55010	-0.242800619	0.070910708
AT4G09090	-0.289883216	0.070924619
AT2G17300	-0.405899556	0.070941235
AT1G09160	-0.228597891	0.070956252
AT3G13780	0.375062066	0.071001232
AT1G62860	-0.220860024	0.071062341
AT3G59190	-0.572722067	0.071108088
AT5G42270	-0.255950427	0.071128152
AT3G45050	-0.322796031	0.071192396
AT5G07660	0.340655498	0.071194702
AT2G15600	-0.240515644	0.071232819
AT5G04260	-0.218996179	0.071257627
AT1G17100	-0.244804395	0.071281122
AT3G01480	-0.212548379	0.071299595
AT2G42900	-0.538704581	0.071310581
AT3G13250	-0.245607159	0.071360318
AT1G10130	-0.238863176	0.071370847
AT2G31540	-0.576148834	0.071396472
AT2G19200	0.283442734	0.071401808
AT2G15700	-0.258634634	0.071415333
AT1G78320	-0.992684721	0.071421662
AT5G37480	0.243711206	0.071466537
AT5G56680	0.233457548	0.071472741
AT1G14270	-0.262156154	0.07150743
AT1G62720	-0.232126311	0.071518888
AT3G19580	0.845307866	0.071526963
AT3G63230	-0.287694644	0.071535103
AT5G06760	-0.386754892	0.071547015
AT5G65670	-0.35081811	0.071553363
AT3G43320	-0.388459343	0.071560208
AT1G19040	-0.331006554	0.071577464
AT1G02320	-0.223340928	0.071618902
AT5G48140	-0.248657333	0.071619911
AT5G61210	0.3159342	0.071628877
AT4G36420	-0.247723142	0.071641496
AT5G39850	0.338381774	0.071696895
AT1G73790	-0.258748706	0.07172185
AT1G04040	-0.323325884	0.071744484
AT2G29620	-0.219839103	0.071749044
AT4G19850	-0.452402924	0.071764236
AT1G43840	-0.216900023	0.071797667
AT3G46560	0.255596761	0.071801345
AT4G39320	1.219332208	0.071808199
AT2G21020	-0.759234888	0.071811742
AT4G37780	-0.507971738	0.071833108
AT1G65910	0.289530011	0.071840465
AT1G65980	0.237883137	0.071844657
AT3G27590	-0.328980096	0.071857718
AT4G36940	-0.470233677	0.071870289
AT2G12990	-0.237557869	0.071871214
AT4G14640	-0.445488919	0.071890108
AT5G25140	-0.441787399	0.071896945
AT3G42730	-0.261939936	0.071933997
AT2G37250	-0.212373759	0.071941753
AT5G49555	-0.314927599	0.071951185
AT5G24610	-0.342521918	0.071960506
AT4G38150	0.21802918	0.071969066
AT4G26150	0.538809318	0.071972211
AT1G33240	-0.224486419	0.072010106
AT3G05620	0.222267885	0.072016479
AT3G18330	-0.210354303	0.072048523
AT3G02740	0.221427045	0.072055845
AT1G73260	1.633038484	0.072064706
AT3G05860	-0.210014363	0.072066137
AT2G43210	-0.328763264	0.07206701
AT1G15530	-0.411800031	0.072089764
AT1G16040	0.337854632	0.072105261
AT1G79100	-0.226874674	0.072173673
AT1G33600	-0.259938145	0.072184985
AT1G11100	0.703806841	0.072186147
AT5G65420	-0.218275207	0.072190661
AT3G14360	0.229433439	0.07219494
AT3G12710	-0.500835164	0.072202606
AT5G38880	-0.295018619	0.072239929
AT5G13020	-0.372105396	0.072264274
AT1G48350	-0.383021969	0.07227521
AT3G01690	-0.232760163	0.072310863
AT1G80860	-0.222613525	0.072328291
AT1G27385	-0.288578707	0.072363866
AT3G26090	0.439565732	0.072390754
AT1G41820	-0.266357731	0.072410416
AT1G51820	0.867115912	0.072438805
AT1G19170	0.283607829	0.072498611
AT2G43800	0.340105232	0.072518403
AT4G39270	0.966009474	0.072537747
AT3G12490	-0.23585661	0.072547217
AT2G40740	-0.227365004	0.072574465
AT5G62470	0.229328573	0.072602405
AT1G16830	0.59959387	0.072602553
AT4G39610	-0.214079253	0.072700688
AT1G04440	0.264810315	0.072711019
AT3G59480	-0.64130044	0.07271953
AT3G11710	0.273615269	0.072755913
AT5G19015	-0.23219767	0.072788851
AT3G61450	-0.449155687	0.072808285
